Portfolio,Return (simple) (%),Return (compounded) (%),Difference (Simple-Compounded) (%),Volatility (%),De-Risking Factor (%),Sharpe Ratio (simple),Return Same Risk (%)
Formula,15.499491521863728,14.986040376382249,0.5134511454814805,17.06369869279778,100.0,0.7129781442725229,15.499491521863728
Market,10.645570522606235,9.271791689556208,1.3737788330500267,18.709170081708194,91.20500064019848,0.390705468822879,10.002675852167357
Speculative,10.210416428662384,4.365522835484037,5.844893593178346,36.32398283912727,46.97639784813795,0.18932310274652472,6.563999674299587
Size,18.53233624877616,14.353949487628249,4.178386761147912,34.775661970035394,49.06793350907538,0.4370553454431739,10.791228020166264
Momentum,18.19467911140851,15.865808652241032,2.328870459167481,26.0477183115706,65.50937970339594,0.5705387182170095,13.0689480736774
LowVol,11.033816155986598,10.51664419774825,0.5171719582383494,14.119929623717217,120.84832678015562,0.5453546205786329,12.639214219726144
NPY,16.3317041266306,15.10586122334967,1.2258429032809297,21.22387211489581,80.3986124700674,0.6124356932993664,13.783865432622397
