Decade,Conservative,Speculative,Market
1930,0.07481209211379403,0.06647685914434187,-0.0031988025676393805
1940,0.16407371528325299,0.16579473846265413,0.09556887958071925
1950,0.2222656905183611,0.14381295388114235,0.18332502585017219
1960,0.14118680293132058,0.03136838055352387,0.0827232122999233
1970,0.13772411688698805,-0.025870851341957546,0.06092512818938389
1980,0.2522260508896754,0.04824804630728674,0.16785482041823263
1990,0.15304155478605108,0.05084612701887936,0.1787233887840456
2000,0.0836792081605977,-0.056813915261773595,-0.003627824628792631
2010,0.15777578947017967,0.06758067295124737,0.12961129177537045
